Raw Symbols
Total Count  : 65687
Total Size   : 5941252
Unattributed : 1219166
--------------------------------------
Sorted by Size
        Size Section/Type  Name                                                                                                                      Source
        4404         code  public: __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<double,float>::TreeEnsembleCommon<double,float>(int,int,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::vector<float,class std::allocator<float> > const &,__int64,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\tree_ensemble_common.h
        4404         code  public: __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<float,float>::TreeEnsembleCommon<float,float>(int,int,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::vector<float,class std::allocator<float> > const &,__int64,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\tree_ensemble_common.h
        4404         code  public: __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<int,float>::TreeEnsembleCommon<int,float>(int,int,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::vector<float,class std::allocator<float> > const &,__int64,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<__int64,class std::allocator<__int64> > const &,class std::vector<float,class std::allocator<float> > const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\ml\tree_ensemble_common.h
        4403         code  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::NonMaxSuppression::Compute(class onnxruntime::OpKernelContext *)const   c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\object_detection\non_max_suppression.cc
        4372         code  public: void __cdecl Eigen::internal::gebp_kernel<double,double,__int64,class Eigen::internal::blas_data_mapper<double,__int64,0,0,1>,4,4,0,0>::operator()(class Eigen::internal::blas_data_mapper<double,__int64,0,0,1> const &,double const *,double const *,__int64,__int64,__int64,double,__int64,__int64,__int64,__int64)  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\products\generalblockpanelkernel.h
        4360         code  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::GeluFusion::ApplyImpl(class onnxruntime::Graph &,bool &,int,class onnxruntime::logging::Logger const &)const   c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\gelu_fusion.cc
        4347         code  void __cdecl onnx::convTransposeShapeInference(struct onnx::InferenceContext &)                                           c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\defs\nn\defs.cc
        4344         code  class onnxruntime::common::Status __cdecl onnxruntime::utils::TensorProtoToMLValue(class onnxruntime::Env const &,wchar_t const *,class onnx::TensorProto const &,class onnxruntime::MemBuffer const &,struct OrtValue &,struct onnxruntime::OrtCallback &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\framework\tensorprotoutils.cc
        4334         code  void __cdecl onnxruntime::IOTypeConstraintHelper(class onnx::FunctionProto const &,class std::unique_ptr<class onnx::OpSchema,struct std::default_delete<class onnx::OpSchema> > &,class std::unordered_map<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,int,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,int> > > const &,class std::unordered_map<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,int,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,int> > > const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\function.cc
        4320         code  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::RNN<float>::Compute(class onnxruntime::OpKernelContext *)const   c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\rnn\rnn.cc
        4303         code  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::MaxUnpool::Compute(class onnxruntime::OpKernelContext *)const   c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\nn\unpool.cc
        4255         code  void __cdecl onnxruntime::contrib::RegisterNchwcSchemas(void)                                                             c:\users\tiago\src\onnxruntime\onnxruntime\core\graph\contrib_ops\nchwc_schema_defs.cc
        4237         code  public: class onnxruntime::common::Status __cdecl onnxruntime::InferenceSessionUtils::ParseSessionOptionsFromModelProto(struct onnxruntime::SessionOptions &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\session\inference_session_utils.cc
        4188        rdata  re2::unicode_casefold                                                                                                     c:\users\tiago\src\onnxruntime\cmake\external\re2\re2\unicode_casefold.cc
        4137         code  private: static class onnxruntime::common::Status __cdecl onnxruntime::Initializer::ReadExternalRawData(class onnx::TensorProto const &,class onnxruntime::Path const &,class std::vector<char,class std::allocator<char> > &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\initializer.cc
        4090         code  public: virtual class onnxruntime::common::Status __cdecl Windows::AI::MachineLearning::Adapter::AbiOpKernel::Compute(class onnxruntime::OpKernelContext *)const   c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\dml\dmlexecutionprovider\src\mloperatorauthorimpl.cpp
        4079         code  static bool onnxruntime::MatchPositionEmbeddingSubgraph1(class onnxruntime::Graph & const, const class onnxruntime::Node & const, const class onnxruntime::NodeArg *, const class onnxruntime::logging::Logger & const, class std::vector<unsigned __int64,std::allocator<unsigned __int64> > & const)  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\embed_layer_norm_fusion.cc
        4061         code  protected: __cdecl onnxruntime::UpsampleBase::UpsampleBase(class onnxruntime::OpKernelInfo)                               c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\tensor\upsample.h
        4051         code  public: class onnxruntime::common::Status __cdecl onnxruntime::InferenceSession::Run(struct OrtRunOptions const &,class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const &,class std::vector<struct OrtValue,class std::allocator<struct OrtValue> > const &,class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const &,class std::vector<struct OrtValue,class std::allocator<struct OrtValue> > *)  c:\users\tiago\src\onnxruntime\onnxruntime\core\session\inference_session.cc
        4047         code  public: class onnxruntime::common::Status __cdecl onnxruntime::LoopImpl::Execute(class onnxruntime::FeedsFetchesManager const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\providers\cpu\controlflow\loop.cc
        4028         code  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::contrib::NchwcConv::Compute(class onnxruntime::OpKernelContext *)const   c:\users\tiago\src\onnxruntime\onnxruntime\contrib_ops\cpu\nchwc_ops.cc
        3940         code  static void onnx::shape_inference::InferShapesImpl(class onnx::GraphProto *, const class std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,onnx::TypeProto *,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,onnx::TypeProto *> > > & const, const class std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,int,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,int> > > & const, bool, const class onnx::ISchemaRegistry *)  c:\users\tiago\src\onnxruntime\cmake\external\onnx\onnx\shape_inference\implementation.cc
        3938         code  public: void __cdecl Eigen::internal::gebp_kernel<float,float,__int64,class Eigen::internal::blas_data_mapper<float,__int64,0,0,1>,8,4,0,0>::operator()(class Eigen::internal::blas_data_mapper<float,__int64,0,0,1> const &,float const *,float const *,__int64,__int64,__int64,float,__int64,__int64,__int64,__int64)  c:\users\tiago\src\onnxruntime\cmake\external\eigen\eigen\src\core\products\generalblockpanelkernel.h
        3934         code  class std::vector<class std::unique_ptr<class onnxruntime::GraphTransformer,struct std::default_delete<class onnxruntime::GraphTransformer> >,class std::allocator<class std::unique_ptr<class onnxruntime::GraphTransformer,struct std::default_delete<class onnxruntime::GraphTransformer> > > > __cdecl onnxruntime::optimizer_utils::GenerateTransformers(enum onnxruntime::TransformerLevel,class gsl::span<struct onnxruntime::FreeDimensionOverride const >,class std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > const &)  c:\users\tiago\src\onnxruntime\onnxruntime\core\optimizer\graph_transformer_utils.cc
